"REGION","COUNTRY","REPORTYEAR","POPULATION","donor_status","donor_type","donors"
"America","Dominican Republic",2014,10.5,"Actual","DBD",29
"America","Dominican Republic",2014,10.5,"Actual","DCD",0
"America","Dominican Republic",2014,10.5,"Utilized","DBD",29
"America","Dominican Republic",2014,10.5,"Utilized","DCD",0
"America","Ecuador",2004,13.2,"Actual","DBD",40
"America","Ecuador",2005,13.2,"Actual","DBD",15
"America","Ecuador",2007,13.6,"Actual","DBD",23
"America","Ecuador",2010,13.8,"Actual","DBD",31
"America","Ecuador",2011,14.7,"Actual","DBD",31
"America","Ecuador",2011,14.7,"Actual","DCD",0
"America","Ecuador",2012,14.9,"Actual","DBD",54
"America","Ecuador",2012,14.9,"Actual","DCD",0
"America","Ecuador",2013,15.7,"Actual","DBD",63
"America","Ecuador",2013,15.7,"Actual","DCD",0
"America","Ecuador",2013,15.7,"Utilized","DBD",58
"America","Ecuador",2013,15.7,"Utilized","DCD",0
"America","Ecuador",2014,16,"Actual","DBD",50
"America","Ecuador",2014,16,"Actual","DCD",0
"America","Ecuador",2014,16,"Utilized","DBD",50
"America","Ecuador",2014,16,"Utilized","DCD",0
"Eastern Mediterranean","Egypt",2005,74,"Actual","DBD",0
"Eastern Mediterranean","Egypt",2005,74,"Actual","DCD",0
"Eastern Mediterranean","Egypt",2011,82.5,"Actual","DBD",0
"Eastern Mediterranean","Egypt",2011,82.5,"Actual","DCD",0
"Eastern Mediterranean","Egypt",2012,84,"Actual","DBD",0
"Eastern Mediterranean","Egypt",2012,84,"Actual","DCD",0
"Eastern Mediterranean","Egypt",2013,82.1,"Actual","DBD",0
"Eastern Mediterranean","Egypt",2013,82.1,"Actual","DCD",0
"Eastern Mediterranean","Egypt",2014,83.4,"Actual","DBD",0
"Eastern Mediterranean","Egypt",2014,83.4,"Actual","DCD",0
"America","El Salvador",2011,6.2,"Actual","DBD",0
"America","El Salvador",2011,6.2,"Actual","DCD",0
"America","El Salvador",2012,6.3,"Actual","DBD",0
"America","El Salvador",2012,6.3,"Actual","DCD",0
"America","El Salvador",2013,6.3,"Actual","DBD",0
"America","El Salvador",2013,6.3,"Actual","DCD",0
"America","El Salvador",2014,6.4,"Actual","DBD",0
"America","El Salvador",2014,6.4,"Actual","DCD",0
"Europe","Estonia",2000,1.4,"Actual","DBD",27
"Europe","Estonia",2001,1.4,"Actual","DBD",14
"Europe","Estonia",2002,1.4,"Actual","DBD",29
"Europe","Estonia",2003,1.3,"Actual","DBD",14
"Europe","Estonia",2005,1.3,"Actual","DBD",35
"Europe","Estonia",2007,1.3,"Actual","DBD",25
"Europe","Estonia",2007,1.3,"Actual","DCD",0
"Europe","Estonia",2008,1.3,"Actual","DBD",31
"Europe","Estonia",2009,1.3,"Utilized","DBD",33
"Europe","Estonia",2009,1.3,"Utilized","DCD",0
"Europe","Estonia",2010,1.3,"Actual","DBD",23
"Europe","Estonia",2010,1.3,"Actual","DCD",0
"Europe","Estonia",2011,1.3,"Actual","DBD",22
"Europe","Estonia",2011,1.3,"Actual","DCD",0
"Europe","Estonia",2012,1.3,"Actual","DBD",32
"Europe","Estonia",2012,1.3,"Actual","DCD",0
"Europe","Estonia",2013,1.3,"Actual","DBD",32
"Europe","Estonia",2013,1.3,"Actual","DCD",0
"Europe","Estonia",2013,1.3,"Utilized","DBD",32
"Europe","Estonia",2013,1.3,"Utilized","DCD",0
"Europe","Estonia",2014,1.3,"Actual","DBD",23
"Europe","Estonia",2014,1.3,"Actual","DCD",0
"Europe","Estonia",2014,1.3,"Utilized","DBD",23
"Europe","Estonia",2014,1.3,"Utilized","DCD",0
"Africa","Ethiopia",2009,82.8,"Actual","DBD",0
"Africa","Ethiopia",2009,82.8,"Actual","DCD",0
"Africa","Ethiopia",2010,85,"Actual","DBD",0
"Africa","Ethiopia",2010,85,"Actual","DCD",0
"Africa","Ethiopia",2011,84.7,"Actual","DBD",0
"Africa","Ethiopia",2011,84.7,"Actual","DCD",0
"Africa","Ethiopia",2011,84.7,"Utilized","DBD",0
"Africa","Ethiopia",2011,84.7,"Utilized","DCD",0
"Africa","Ethiopia",2012,86.5,"Actual","DBD",0
"Africa","Ethiopia",2012,86.5,"Actual","DCD",0
"Africa","Ethiopia",2012,86.5,"Utilized","DBD",0
"Africa","Ethiopia",2012,86.5,"Utilized","DCD",0
"Africa","Ethiopia",2013,94.1,"Actual","DBD",0
"Africa","Ethiopia",2013,94.1,"Actual","DCD",0
"Africa","Ethiopia",2013,94.1,"Utilized","DBD",0
"Africa","Ethiopia",2013,94.1,"Utilized","DCD",0
"Africa","Ethiopia",2014,96.5,"Actual","DBD",0
"Africa","Ethiopia",2014,96.5,"Actual","DCD",0
"Africa","Ethiopia",2014,96.5,"Utilized","DBD",0
"Africa","Ethiopia",2014,96.5,"Utilized","DCD",0
"Western Pacific","Fiji",2009,0.8,"Actual","DBD",0
"Western Pacific","Fiji",2009,0.8,"Actual","DCD",0
"Western Pacific","Fiji",2011,0.9,"Actual","DBD",0
"Western Pacific","Fiji",2011,0.9,"Actual","DCD",0
"Western Pacific","Fiji",2011,0.9,"Utilized","DBD",0
"Western Pacific","Fiji",2011,0.9,"Utilized","DCD",0
"Western Pacific","Fiji",2012,0.9,"Actual","DBD",0
"Western Pacific","Fiji",2012,0.9,"Actual","DCD",0
"Western Pacific","Fiji",2012,0.9,"Utilized","DBD",0
"Western Pacific","Fiji",2012,0.9,"Utilized","DCD",0
"Western Pacific","Fiji",2013,0.9,"Actual","DBD",0
"Western Pacific","Fiji",2013,0.9,"Actual","DCD",0
"Western Pacific","Fiji",2013,0.9,"Utilized","DBD",0
"Western Pacific","Fiji",2013,0.9,"Utilized","DCD",0
"Western Pacific","Fiji",2014,0.9,"Actual","DBD",0
"Western Pacific","Fiji",2014,0.9,"Actual","DCD",0
"Western Pacific","Fiji",2014,0.9,"Utilized","DBD",0
"Western Pacific","Fiji",2014,0.9,"Utilized","DCD",0
"Europe","Finland",2000,5.2,"Actual","DBD",103
"Europe","Finland",2001,5.2,"Actual","DBD",88
"Europe","Finland",2002,5.2,"Actual","DBD",89
"Europe","Finland",2003,5.2,"Actual","DBD",53
"Europe","Finland",2004,5.2,"Actual","DBD",109
"Europe","Finland",2005,5.2,"Actual","DBD",85
"Europe","Finland",2006,5.3,"Actual","DBD",104
"Europe","Finland",2006,5.3,"Actual","DCD",5
"Europe","Finland",2007,5.3,"Actual","DBD",91
"Europe","Finland",2008,5.3,"Actual","DBD",81
"Europe","Finland",2009,5.3,"Utilized","DBD",94
"Europe","Finland",2009,5.3,"Utilized","DCD",0
"Europe","Finland",2010,5.3,"Actual","DBD",92
"Europe","Finland",2010,5.3,"Actual","DCD",0
"Europe","Finland",2011,5.4,"Actual","DBD",93
"Europe","Finland",2011,5.4,"Actual","DCD",0
"Europe","Finland",2012,5.4,"Actual","DBD",108
"Europe","Finland",2012,5.4,"Actual","DCD",0
"Europe","Finland",2013,5.4,"Actual","DBD",96
"Europe","Finland",2013,5.4,"Actual","DCD",0
"Europe","Finland",2014,5.4,"Actual","DBD",121
"Europe","Finland",2014,5.4,"Actual","DCD",0
"Europe","Finland",2014,5.4,"Utilized","DBD",120
"Europe","Finland",2014,5.4,"Utilized","DCD",0
"Europe","France",2002,59.7,"Actual","DCD",0
"Europe","France",2003,60.1,"Actual","DBD",1119
"Europe","France",2004,60.4,"Actual","DBD",1291
"Europe","France",2005,60.5,"Actual","DBD",1371
"Europe","France",2006,60.7,"Actual","DCD",1
"Europe","France",2007,60.9,"Actual","DBD",1562
"Europe","France",2007,60.9,"Actual","DCD",94
"Europe","France",2008,61.9,"Actual","DBD",1563
"Europe","France",2008,61.9,"Actual","DCD",47
"Europe","France",2009,62.3,"Actual","DBD",1481
"Europe","France",2009,62.3,"Actual","DCD",62
"Europe","France",2009,62.3,"Utilized","DBD",1436
"Europe","France",2009,62.3,"Utilized","DCD",46
"Europe","France",2010,62.6,"Actual","DBD",1476
"Europe","France",2010,62.6,"Actual","DCD",62
"Europe","France",2011,63.1,"Actual","DBD",1572
"Europe","France",2011,63.1,"Actual","DCD",58
"Europe","France",2012,63.5,"Actual","DBD",1589
"Europe","France",2012,63.5,"Actual","DCD",53
"Europe","France",2013,64.3,"Actual","DBD",1620
"Europe","France",2013,64.3,"Actual","DCD",53
"Europe","France",2013,64.3,"Utilized","DBD",1572
"Europe","France",2013,64.3,"Utilized","DCD",44
"Europe","France",2014,64.6,"Actual","DBD",1635
"Europe","France",2014,64.6,"Actual","DCD",40
"Europe","France",2014,64.6,"Utilized","DBD",1579
"Europe","France",2014,64.6,"Utilized","DCD",32
"Europe","Georgia",2001,5.2,"Actual","DBD",0
"Europe","Georgia",2002,5.2,"Actual","DBD",0
"Europe","Georgia",2009,4.3,"Actual","DBD",0
"Europe","Georgia",2009,4.3,"Actual","DCD",0
"Europe","Georgia",2011,4.3,"Actual","DBD",0
"Europe","Georgia",2011,4.3,"Actual","DCD",0
"Europe","Georgia",2012,4.3,"Actual","DBD",0
"Europe","Georgia",2012,4.3,"Actual","DCD",0
"Europe","Georgia",2013,4.3,"Actual","DBD",0
"Europe","Georgia",2013,4.3,"Actual","DCD",0
"Europe","Georgia",2013,4.3,"Utilized","DBD",0
"Europe","Georgia",2013,4.3,"Utilized","DCD",0
"Europe","Georgia",2014,4.3,"Actual","DBD",0
"Europe","Georgia",2014,4.3,"Actual","DCD",0
"Europe","Germany",2003,82.5,"Actual","DBD",1133
"Europe","Germany",2004,82.5,"Actual","DBD",1075
"Europe","Germany",2005,82.7,"Actual","DBD",1220
"Europe","Germany",2007,82.7,"Actual","DBD",1313
"Europe","Germany",2007,82.7,"Actual","DCD",0
"Europe","Germany",2008,82.5,"Actual","DBD",1199
"Europe","Germany",2009,82.2,"Actual","DBD",1217
"Europe","Germany",2009,82.2,"Actual","DCD",0
"Europe","Germany",2009,82.2,"Utilized","DBD",1197
"Europe","Germany",2009,82.2,"Utilized","DCD",0
"Europe","Germany",2010,82.1,"Actual","DBD",1296
"Europe","Germany",2010,82.1,"Actual","DCD",0
"Europe","Germany",2011,82.2,"Actual","DBD",1200
"Europe","Germany",2011,82.2,"Actual","DCD",0
"Europe","Germany",2012,82,"Actual","DBD",1047
"Europe","Germany",2012,82,"Actual","DCD",0
"Europe","Germany",2013,82.7,"Actual","DBD",875
"Europe","Germany",2013,82.7,"Actual","DCD",0
"Europe","Germany",2013,82.7,"Utilized","DBD",865
"Europe","Germany",2013,82.7,"Utilized","DCD",0
"Europe","Germany",2014,82.7,"Actual","DBD",864
"Europe","Germany",2014,82.7,"Actual","DCD",0
"Europe","Germany",2014,82.7,"Utilized","DBD",851
"Europe","Germany",2014,82.7,"Utilized","DCD",0
"Africa","Ghana",2009,23.8,"Actual","DBD",0
"Africa","Ghana",2009,23.8,"Actual","DCD",0
"Africa","Ghana",2010,24.3,"Actual","DBD",0
"Africa","Ghana",2010,24.3,"Actual","DCD",0
"Africa","Ghana",2011,25,"Actual","DBD",0
"Africa","Ghana",2011,25,"Actual","DCD",0
"Africa","Ghana",2011,25,"Utilized","DBD",0
"Africa","Ghana",2011,25,"Utilized","DCD",0
"Africa","Ghana",2012,25.5,"Actual","DBD",0
"Africa","Ghana",2012,25.5,"Actual","DCD",0
"Africa","Ghana",2012,25.5,"Utilized","DBD",0
"Africa","Ghana",2012,25.5,"Utilized","DCD",0
"Africa","Ghana",2013,25.9,"Actual","DBD",0
"Africa","Ghana",2013,25.9,"Actual","DCD",0
"Africa","Ghana",2013,25.9,"Utilized","DBD",0
"Africa","Ghana",2013,25.9,"Utilized","DCD",0
"Africa","Ghana",2014,26.4,"Actual","DBD",0
"Africa","Ghana",2014,26.4,"Actual","DCD",0
"Africa","Ghana",2014,26.4,"Utilized","DBD",0
"Africa","Ghana",2014,26.4,"Utilized","DCD",0
"Europe","Greece",2000,10.6,"Actual","DBD",20
"Europe","Greece",2001,10.6,"Actual","DBD",32
"Europe","Greece",2002,10.6,"Actual","DBD",65
"Europe","Greece",2003,11,"Actual","DBD",71
"Europe","Greece",2004,11,"Actual","DBD",66
"Europe","Greece",2005,11.1,"Actual","DBD",85
"Europe","Greece",2005,11.1,"Actual","DCD",4
"Europe","Greece",2007,11.2,"Actual","DBD",64
"Europe","Greece",2008,11.2,"Actual","DBD",98
"Europe","Greece",2010,11.2,"Actual","DBD",44
"Europe","Greece",2010,11.2,"Actual","DCD",0
"Europe","Greece",2012,11.4,"Actual","DBD",77
"Europe","Greece",2012,11.4,"Actual","DCD",0
"Europe","Greece",2013,11.1,"Actual","DBD",62
"Europe","Greece",2013,11.1,"Actual","DCD",0
"Europe","Greece",2013,11.1,"Utilized","DBD",58
"Europe","Greece",2013,11.1,"Utilized","DCD",0
"Europe","Greece",2014,11.1,"Actual","DBD",50
"Europe","Greece",2014,11.1,"Actual","DCD",0
"Europe","Greece",2014,11.1,"Utilized","DBD",50
"Europe","Greece",2014,11.1,"Utilized","DCD",0
"America","Guatemala",2004,12.7,"Actual","DBD",3
"America","Guatemala",2007,13.2,"Actual","DBD",18
"America","Guatemala",2011,14.8,"Actual","DBD",8
"America","Guatemala",2011,14.8,"Actual","DCD",0
"America","Guatemala",2012,15.1,"Actual","DBD",5
"America","Guatemala",2012,15.1,"Actual","DCD",0
"America","Guatemala",2013,15.5,"Actual","DBD",6
"America","Guatemala",2013,15.5,"Actual","DCD",0
"America","Guatemala",2014,15.9,"Actual","DBD",8
"America","Guatemala",2014,15.9,"Actual","DCD",0
"America","Guatemala",2014,15.9,"Utilized","DBD",8
"America","Guatemala",2014,15.9,"Utilized","DCD",0
"Europe","Hungary",2000,10,"Actual","DBD",138
"Europe","Hungary",2001,9.9,"Actual","DBD",137
"Europe","Hungary",2002,9.9,"Actual","DBD",167
"Europe","Hungary",2002,9.9,"Actual","DCD",0
"Europe","Hungary",2003,9.9,"Actual","DBD",161
"Europe","Hungary",2004,9.8,"Actual","DBD",160
"Europe","Hungary",2005,10.1,"Actual","DBD",181
"Europe","Hungary",2007,10,"Actual","DBD",151
"Europe","Hungary",2007,10,"Actual","DCD",0
"Europe","Hungary",2008,10,"Actual","DBD",148
"Europe","Hungary",2009,10,"Actual","DBD",140
"Europe","Hungary",2009,10,"Actual","DCD",0
"Europe","Hungary",2009,10,"Utilized","DBD",134
"Europe","Hungary",2009,10,"Utilized","DCD",0
"Europe","Hungary",2010,10,"Actual","DBD",159
"Europe","Hungary",2010,10,"Actual","DCD",0
"Europe","Hungary",2011,10,"Actual","DBD",131
"Europe","Hungary",2011,10,"Actual","DCD",0
"Europe","Hungary",2012,9.9,"Actual","DBD",143
"Europe","Hungary",2012,9.9,"Actual","DCD",0
"Europe","Hungary",2013,10,"Actual","DBD",155
"Europe","Hungary",2013,10,"Actual","DCD",0
"Europe","Hungary",2013,10,"Utilized","DBD",153
"Europe","Hungary",2013,10,"Utilized","DCD",0
"Europe","Hungary",2014,9.9,"Actual","DBD",203
"Europe","Hungary",2014,9.9,"Actual","DCD",0
"Europe","Hungary",2014,9.9,"Utilized","DBD",199
"Europe","Hungary",2014,9.9,"Utilized","DCD",0
"Europe","Iceland",2003,0.3,"Actual","DBD",0
"Europe","Iceland",2004,0.3,"Actual","DBD",5
"Europe","Iceland",2005,0.3,"Actual","DBD",2
"Europe","Iceland",2007,0.3,"Actual","DBD",0
"Europe","Iceland",2007,0.3,"Actual","DCD",0
"Europe","Iceland",2009,0.3,"Actual","DBD",6
"Europe","Iceland",2009,0.3,"Actual","DCD",0
"Europe","Iceland",2009,0.3,"Utilized","DBD",6
"Europe","Iceland",2009,0.3,"Utilized","DCD",0
"Europe","Iceland",2011,0.3,"Actual","DBD",2
"Europe","Iceland",2011,0.3,"Actual","DCD",0
"Europe","Iceland",2012,0.3,"Actual","DBD",3
"Europe","Iceland",2012,0.3,"Actual","DCD",0
"Europe","Iceland",2013,0.3,"Actual","DBD",4
"Europe","Iceland",2013,0.3,"Actual","DCD",0
"Europe","Iceland",2014,0.3,"Actual","DBD",3
"Europe","Iceland",2014,0.3,"Actual","DCD",0
"Europe","Iceland",2014,0.3,"Utilized","DBD",3
"Europe","Iceland",2014,0.3,"Utilized","DCD",0
"South-East Asia","India",2013,1252.1,"Actual","DBD",340
"South-East Asia","India",2013,1252.1,"Actual","DCD",0
"South-East Asia","India",2013,1252.1,"Utilized","DBD",319
"South-East Asia","India",2013,1252.1,"Utilized","DCD",0
"South-East Asia","India",2014,1267.4,"Actual","DBD",408
"South-East Asia","India",2014,1267.4,"Actual","DCD",0
"South-East Asia","India",2014,1267.4,"Utilized","DBD",385
"South-East Asia","India",2014,1267.4,"Utilized","DCD",0
"South-East Asia","Indonesia",2007,228.1,"Actual","DBD",0
"South-East Asia","Indonesia",2007,228.1,"Actual","DCD",0
"South-East Asia","Indonesia",2009,230,"Actual","DBD",0
"South-East Asia","Indonesia",2009,230,"Actual","DCD",0
"South-East Asia","Indonesia",2010,232.5,"Actual","DBD",0
"South-East Asia","Indonesia",2010,232.5,"Actual","DCD",0
"South-East Asia","Indonesia",2011,242.3,"Actual","DBD",0
"South-East Asia","Indonesia",2011,242.3,"Actual","DCD",0
"South-East Asia","Indonesia",2012,244.8,"Actual","DBD",0
"South-East Asia","Indonesia",2012,244.8,"Actual","DCD",0
"South-East Asia","Indonesia",2013,249.9,"Actual","DBD",0
"South-East Asia","Indonesia",2013,249.9,"Actual","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2000,67.7,"Actual","DBD",20
"Eastern Mediterranean","Iran (Islamic Republic of)",2000,67.7,"Actual","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2001,71.4,"Actual","DBD",43
"Eastern Mediterranean","Iran (Islamic Republic of)",2001,71.4,"Actual","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2002,72.4,"Actual","DBD",52
"Eastern Mediterranean","Iran (Islamic Republic of)",2002,72.4,"Actual","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2003,68.9,"Actual","DBD",87
"Eastern Mediterranean","Iran (Islamic Republic of)",2003,68.9,"Actual","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2004,69.8,"Actual","DBD",114
"Eastern Mediterranean","Iran (Islamic Republic of)",2004,69.8,"Actual","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2005,69.5,"Actual","DBD",118
"Eastern Mediterranean","Iran (Islamic Republic of)",2005,69.5,"Actual","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2006,70.3,"Actual","DBD",128
"Eastern Mediterranean","Iran (Islamic Republic of)",2006,70.3,"Actual","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2007,71.2,"Actual","DBD",165
"Eastern Mediterranean","Iran (Islamic Republic of)",2007,71.2,"Actual","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2008,72.2,"Actual","DBD",203
"Eastern Mediterranean","Iran (Islamic Republic of)",2009,74.2,"Actual","DBD",212
"Eastern Mediterranean","Iran (Islamic Republic of)",2009,74.2,"Actual","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2010,75.1,"Actual","DBD",311
"Eastern Mediterranean","Iran (Islamic Republic of)",2010,75.1,"Actual","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2011,74.8,"Actual","DBD",430
"Eastern Mediterranean","Iran (Islamic Republic of)",2011,74.8,"Actual","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2011,74.8,"Utilized","DBD",430
"Eastern Mediterranean","Iran (Islamic Republic of)",2011,74.8,"Utilized","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2012,75.6,"Actual","DBD",528
"Eastern Mediterranean","Iran (Islamic Republic of)",2012,75.6,"Actual","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2012,75.6,"Utilized","DBD",528
"Eastern Mediterranean","Iran (Islamic Republic of)",2012,75.6,"Utilized","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2013,77.4,"Actual","DBD",670
"Eastern Mediterranean","Iran (Islamic Republic of)",2013,77.4,"Actual","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2013,77.4,"Utilized","DBD",670
"Eastern Mediterranean","Iran (Islamic Republic of)",2013,77.4,"Utilized","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2014,78.5,"Actual","DBD",659
"Eastern Mediterranean","Iran (Islamic Republic of)",2014,78.5,"Actual","DCD",0
"Europe","Ireland",2001,3.8,"Actual","DBD",68
"Europe","Ireland",2002,3.9,"Actual","DBD",80
"Europe","Ireland",2003,4,"Actual","DBD",80
"Europe","Ireland",2004,4,"Actual","DBD",86
"Europe","Ireland",2005,4.1,"Actual","DBD",71
"Europe","Ireland",2007,4.3,"Actual","DBD",88
"Europe","Ireland",2007,4.3,"Actual","DCD",0
"Europe","Ireland",2008,4.4,"Actual","DBD",81
"Europe","Ireland",2009,4.5,"Actual","DBD",90
"Europe","Ireland",2009,4.5,"Actual","DCD",0
"Europe","Ireland",2009,4.5,"Utilized","DBD",86
"Europe","Ireland",2009,4.5,"Utilized","DCD",0
"Europe","Ireland",2010,4.6,"Actual","DBD",58
"Europe","Ireland",2010,4.6,"Actual","DCD",0
"Europe","Ireland",2011,4.5,"Actual","DBD",92
"Europe","Ireland",2011,4.5,"Actual","DCD",1
"Europe","Ireland",2012,4.6,"Actual","DBD",75
"Europe","Ireland",2012,4.6,"Actual","DCD",3
"Europe","Ireland",2013,4.6,"Actual","DBD",80
"Europe","Ireland",2013,4.6,"Actual","DCD",6
"Europe","Ireland",2013,4.6,"Utilized","DBD",76
"Europe","Ireland",2013,4.6,"Utilized","DCD",6
"Europe","Ireland",2014,4.7,"Actual","DBD",59
"Europe","Ireland",2014,4.7,"Actual","DCD",4
"Europe","Ireland",2014,4.7,"Utilized","DBD",55
"Europe","Ireland",2014,4.7,"Utilized","DCD",4
"Europe","Israel",2001,6.2,"Actual","DBD",59
"Europe","Israel",2002,6.3,"Actual","DBD",64
"Europe","Israel",2003,6.4,"Actual","DBD",43
"Europe","Israel",2004,6.6,"Actual","DBD",59
"Europe","Israel",2004,6.6,"Actual","DCD",1
"Europe","Israel",2005,6.7,"Actual","DBD",59
"Europe","Israel",2005,6.7,"Actual","DCD",3
"Europe","Israel",2007,7,"Actual","DBD",61
"Europe","Israel",2009,7.2,"Actual","DBD",65
"Europe","Israel",2009,7.2,"Actual","DCD",1
"Europe","Israel",2010,7.3,"Actual","DBD",58
"Europe","Israel",2010,7.3,"Actual","DCD",2
"Europe","Israel",2011,7.6,"Actual","DBD",82
"Europe","Israel",2011,7.6,"Actual","DCD",0
"Europe","Israel",2012,7.7,"Actual","DBD",57
"Europe","Israel",2012,7.7,"Actual","DCD",0
"Europe","Israel",2013,7.7,"Actual","DBD",76
"Europe","Israel",2013,7.7,"Actual","DCD",0
"Europe","Israel",2013,7.7,"Utilized","DBD",74
"Europe","Israel",2013,7.7,"Utilized","DCD",0
"Europe","Israel",2014,7.8,"Actual","DBD",60
"Europe","Israel",2014,7.8,"Actual","DCD",3
"Europe","Israel",2014,7.8,"Utilized","DBD",57
"Europe","Israel",2014,7.8,"Utilized","DCD",2
"Europe","Italy",2000,57.3,"Actual","DBD",880
"Europe","Italy",2001,57.5,"Actual","DBD",988
"Europe","Italy",2003,57.4,"Actual","DBD",1042
"Europe","Italy",2004,57.3,"Actual","DBD",1203
"Europe","Italy",2005,58.1,"Actual","DBD",1197
"Europe","Italy",2007,58.2,"Actual","DBD",1194
"Europe","Italy",2007,58.2,"Actual","DCD",0
"Europe","Italy",2008,58.9,"Actual","DBD",1198
"Europe","Italy",2008,58.9,"Actual","DCD",3
"Europe","Italy",2009,59.9,"Actual","DCD",2
"Europe","Italy",2009,59.9,"Utilized","DBD",1166
"Europe","Italy",2009,59.9,"Utilized","DCD",1
"Europe","Italy",2010,60.1,"Actual","DBD",1295
"Europe","Italy",2010,60.1,"Actual","DCD",3
"Europe","Italy",2011,60.8,"Actual","DBD",1319
